-9.535576000000000052e-01 -3.201863999999999821e-01 4.431942400000000171e-01 -6.963007199999999841e-01 1.766036800000000129e-01 5.895711999999999620e-01 4.348755999999999733e-01 -9.814519999999999911e-01 7.741867999999999528e-01 -7.830840000000000023e-01 2.147054800000000041e-01 -2.976099199999999723e-01 -5.680039999999999534e-01 5.510639999999999983e-01 -5.693192000000000252e-01 -4.248051999999999939e-01 -4.939174000000000064e-01 -5.825099999999999723e-01 -4.861614000000000213e-01 -7.843753999999999449e-01 3.118121600000000118e-02 -9.306151999999999758e-01 5.815737600000000507e-01 5.849538399999999472e-01 7.543158399999999597e-01
1.301017200000000040e-01 -1.326286399999999921e-01 -4.162236799999999848e-01 2.801226399999999783e-01 5.704143200000000302e-01 -7.703480000000000327e-01 -8.679968000000000128e-01 -3.061189999999999745e-01 -3.171312800000000154e-01 -9.058659999999999490e-01 -9.210743999999999598e-01 5.628864000000000090e-01 -3.102114400000000050e-02 -6.365927999999999587e-01 1.909393600000000024e-01 -4.000542000000000264e-01 -8.188294000000000405e-01 4.764055999999999846e-01 -8.638107999999999898e-01 -5.316351999999999745e-01 3.763912400000000158e-01 8.256367999999999485e-01 3.194994400000000234e-01 -3.959954399999999763e-01 -1.523251200000000083e-01
5.153839999999999533e-01 -1.706300799999999895e-01 -5.495103999999999544e-01 4.792444000000000148e-01 5.334256000000000553e-01 -8.936532000000000364e-01 -1.519620799999999994e-01 8.450339999999999518e-01 2.646996400000000138e-01 3.818445999999999785e-01 1.293420399999999915e-01 1.387715599999999883e-01 3.693538399999999888e-01 4.470720000000000249e-01 9.039384000000000308e-01 -4.754869999999999930e-02 1.400814999999999977e-01 2.197608000000000061e-01 2.352695999999999954e-01 9.933058000000000165e-02 1.663937600000000017e-01 4.822908799999999774e-01 -6.402251199999999809e-01 -3.110638399999999804e-01 -2.960728799999999827e-01
6.333155999999999786e-01 -8.478272000000000030e-01 5.875573600000000285e-01 5.029201600000000189e-02 -9.305632000000000348e-01 2.969813199999999931e-01 7.558032000000000084e-01 9.655951999999999869e-01 -2.314464800000000100e-01 3.075981999999999883e-01 2.122635200000000111e-01 -1.196616399999999997e-01 -7.254340000000000233e-01 -2.561212800000000067e-01 -2.475943600000000133e-01 -8.107999999999999652e-01 2.141099999999999948e-01 -4.287134000000000222e-01 -3.705847999999999920e-01 -9.171384000000000203e-01 -1.432539200000000068e-01 -8.133527999999999591e-02 -7.415617599999999587e-01 -5.702032799999999790e-01 7.525093600000000160e-01
-5.055840000000000334e-01 -9.392711999999999728e-01 -2.337080800000000125e-01 1.666943999999999926e-01 -1.338378400000000135e-01 -7.116580000000000128e-01 4.653419999999999779e-01 9.346647999999999623e-01 8.489948000000000494e-01 9.424852000000000229e-01 -8.631299999999999528e-01 -4.396019999999999789e-02 -2.771534399999999732e-01 9.871467999999999909e-01 4.276748000000000216e-01 9.667276000000000202e-01 6.719927999999999457e-01 -6.262356000000000034e-01 1.930567599999999939e-01 4.888542000000000165e-01 9.891088000000000102e-01 -7.790335200000000349e-01 -3.523232000000000030e-01 -5.512192799999999782e-01 -3.504774399999999734e-01
-7.768192000000000430e-01 8.170887999999999485e-01 7.570096800000000181e-01 -9.381399999999999739e-01 -1.570826399999999956e-01 -2.839910000000000004e-02 -6.256515999999999744e-01 -8.111452000000000107e-01 -1.623698000000000086e-01 9.199327999999999950e-01 -3.800204400000000149e-01 7.632600000000000495e-01 -9.550980000000000025e-01 -4.634023999999999921e-01 6.714672000000000418e-01 9.436590000000000256e-01 -1.604054199999999930e-01 5.326619999999999688e-01 9.944372000000000211e-01 -2.091840000000000088e-01 3.197789600000000010e-01 -1.495144800000000052e-01 -1.510599999999999998e-01 -6.212982400000000016e-02 -4.764429600000000264e-01
8.271312000000000109e-02 9.785399999999999654e-01 -3.612307200000000051e-01 4.200217600000000218e-01 2.376795200000000052e-01 -9.398336000000000467e-01 -2.996406799999999926e-01 1.375468800000000102e-01 6.820888000000000506e-01 -1.164110399999999934e-01 -1.722621199999999908e-01 3.312261599999999917e-01 4.905463999999999936e-01 -9.280547999999999575e-01 -6.340120000000000200e-01 -5.869364000000000248e-01 7.514039999999999608e-02 1.231570399999999954e-01 7.833276000000000128e-01 -8.393736000000000530e-01 -2.671178399999999953e-01 8.336183999999999816e-01 4.782017599999999757e-01 -3.419297600000000270e-01 -3.446140000000000314e-02
1.500343600000000055e-01 3.296252000000009924e-02 3.960067999999999921e-01 -3.557314400000000099e-01 3.523299200000000186e-01 -1.224475200000000041e-01 -3.583182400000000101e-01 9.001491999999999827e-02 -7.812272000000000660e-02 -2.938732399999999800e-01 1.555080399999999863e-01 1.983825600000000133e-01 -5.669087999999999905e-02 -3.908165599999999795e-01 2.147523200000000035e-02 2.346931999999999907e-01 -2.144010000000000082e-01 3.729091999999999962e-01 -2.179754000000000136e-01 -9.336184000000000149e-02 2.965188000000000268e-01 4.909800000000009990e-02 -8.841431999999980682e-03 7.670958400000009447e-02 3.193705600000000255e-01
-3.133417199999999903e-01 -1.361027999999999960e-01 7.334125599999999912e-01 1.427128799999999864e-01 -2.848533599999999999e-01 -6.313187999999999578e-01 5.549244000000010113e-02 6.874419999999999975e-01 1.835378400000000076e-01 -5.702007999999999521e-01 7.615667999999999882e-01 3.162008399999999830e-01 8.043859999999990185e-02 9.036956000000000433e-01 7.609256000000000353e-02 1.638624599999970047e-03 2.164641999999999955e-01 5.024201999999999835e-02 -9.137773999999999619e-01 4.313733999999989910e-02 1.915871600000000063e-01 4.711929599999999940e-01 -8.394703999999999500e-01 6.373367199999999677e-01 6.895132800000000062e-01
-2.829311199999999804e-01 -3.734988000000000197e-01 -6.097439999999999527e-01 5.126268000000000491e-01 6.418591999999999631e-01 -8.801459999999999839e-01 -6.696604000000000445e-01 6.692732000000000125e-01 9.790443999999999536e-02 -3.341187999999999936e-01 -2.316094399999999998e-01 2.373203600000000080e-01 -9.700311999999999824e-02 3.409450399999999770e-01 -3.224454800000000065e-01 -1.947989400000000038e-01 -9.355009999999999715e-02 -8.013476000000000488e-01 -4.267175999999999747e-01 -9.866721999999999992e-01 -5.194248000000000198e-01 5.498687199999999775e-01 -6.732062399999999558e-01 -7.507153600000000537e-01 -2.042598399999999981e-01
5.477819999999999911e-01 -5.632176800000000538e-01 2.728875199999999945e-01 -1.603461599999999876e-01 -5.330683200000000399e-01 -9.611311999999999633e-01 -5.451776000000000399e-01 -8.298427999999999916e-01 -2.893218800000000104e-02 3.650358799999999654e-02 3.713657599999999753e-02 -7.357487999999999806e-01 -6.304716000000000209e-01 -1.399318800000000085e-01 3.172077200000000263e-01 -7.791053999999999480e-01 7.249067999999999623e-01 -8.529309999999999947e-01 -5.782825999999999800e-01 -5.853175999999999934e-01 -5.642276000000000513e-01 4.601492799999999939e-01 6.687423999999999591e-01 -5.453098400000000456e-01 8.508504000000000067e-01
-1.777041199999999932e-01 -3.410335999999999923e-01 -1.683283999999999891e-01 2.618423200000000173e-01 -3.722996000000000083e-01 3.422527599999999892e-01 -2.879087599999999858e-01 -7.575616000000000294e-02 3.532321600000000172e-01 2.867353999999999736e-01 2.432547999999999933e-01 -1.058725199999999977e-01 2.071299199999999952e-01 3.278283600000000270e-02 3.629100800000000238e-01 -8.311596000000000262e-02 3.797514000000000167e-01 2.291080000000000061e-01 -1.874494800000000017e-01 1.504894200000000126e-01 -1.494446399999999897e-01 -2.964833599999999736e-01 1.799357600000000001e-01 -3.904652000000000123e-01 1.842375199999999880e-01
